Date/Time (Eastern),Top-of-the-Hour Air Temperature (C),Total Precipitation (mm),Average Solar Radiation (W/m2)
2020-06-12 22:00:00,21.7,0,0
2020-06-12 23:00:00,20.8,0,0
2020-06-13 00:00:00,19.9,0,0
2020-06-13 01:00:00,19.3,0,0
2020-06-13 02:00:00,18.7,0,0
2020-06-13 03:00:00,18,0,0
2020-06-13 04:00:00,17.5,0,0
2020-06-13 05:00:00,17.6,0,0
2020-06-13 06:00:00,17.9,0,0
2020-06-13 07:00:00,20.1,0,92.4
2020-06-13 08:00:00,21.9,0,311.6
2020-06-13 09:00:00,23,0,517
2020-06-13 10:00:00,24.4,0,434.8
2020-06-13 11:00:00,26,0,873
2020-06-13 12:00:00,26.6,0,983
2020-06-13 13:00:00,27,0,1037
2020-06-13 14:00:00,27.1,0,1024
2020-06-13 15:00:00,27.8,0,942
2020-06-13 16:00:00,27.7,0,805
2020-06-13 17:00:00,26.9,0,626.6
2020-06-13 18:00:00,26.5,0,421.2
2020-06-13 19:00:00,24.5,0,215.7
2020-06-13 20:00:00,21.3,0,65.06
2020-06-13 21:00:00,20.1,0,0
2020-06-13 22:00:00,19.8,0,0
2020-06-13 23:00:00,19.3,0,0
2020-06-14 00:00:00,18.6,0,0
2020-06-14 01:00:00,17.5,0,0
2020-06-14 02:00:00,16.9,0,0
2020-06-14 03:00:00,16,0,0
2020-06-14 04:00:00,16.3,0,0
2020-06-14 05:00:00,15.7,0,0
2020-06-14 06:00:00,16.4,0,0
2020-06-14 07:00:00,18.2,0,133.5
2020-06-14 08:00:00,20,0,311.6
2020-06-14 09:00:00,21.8,0,517
2020-06-14 10:00:00,22.9,0,722.5
2020-06-14 11:00:00,24.4,0,996
2020-06-14 12:00:00,25,0,1037
2020-06-14 13:00:00,25.4,0,1065
2020-06-14 14:00:00,25.8,0,1161
2020-06-14 15:00:00,25.2,0,935
2020-06-14 16:00:00,25,0,928
2020-06-14 17:00:00,24.5,0,434.8
2020-06-14 18:00:00,23.2,0,215.7
2020-06-14 19:00:00,22,0,202
2020-06-14 20:00:00,20.3,0,37.66
2020-06-14 21:00:00,19.5,0,0
2020-06-14 22:00:00,18.5,0,0
2020-06-14 23:00:00,17.2,0,0
2020-06-15 00:00:00,17.7,0,0
2020-06-15 01:00:00,17.8,0,0
2020-06-15 02:00:00,17.6,0,0
2020-06-15 03:00:00,16.9,0,0
2020-06-15 04:00:00,16.7,0,0
2020-06-15 05:00:00,14.3,0,0
2020-06-15 06:00:00,13.9,1.27,0
2020-06-15 07:00:00,13.8,1.27,0
2020-06-15 08:00:00,14.4,7.37,78.75
2020-06-15 09:00:00,14.7,0,106.1
2020-06-15 10:00:00,15.3,1.02,78.75
2020-06-15 11:00:00,16.7,0,208.9
2020-06-15 12:00:00,15.8,0,530.7
2020-06-15 13:00:00,15.1,0.25,421.2
2020-06-15 14:00:00,15.6,0,202
2020-06-15 15:00:00,15.5,0,202
2020-06-15 16:00:00,15.3,0,92.4
2020-06-15 17:00:00,15.3,0.25,147.2
2020-06-15 18:00:00,15.2,0.51,106.1
2020-06-15 19:00:00,15.2,0,65.06
2020-06-15 20:00:00,14.9,0,0
2020-06-15 21:00:00,14.6,0,0
2020-06-15 22:00:00,14.8,0,0
2020-06-15 23:00:00,14.9,1.27,0
2020-06-16 00:00:00,14.9,0,0
2020-06-16 01:00:00,14.8,1.02,0
2020-06-16 02:00:00,14.7,0,0
2020-06-16 03:00:00,14.8,0,0
2020-06-16 04:00:00,14.6,0,0
2020-06-16 05:00:00,14.6,0,0
2020-06-16 06:00:00,14.5,0.25,0
2020-06-16 07:00:00,14.1,0,23.97
2020-06-16 08:00:00,14.4,2.03,37.66
2020-06-16 09:00:00,14.8,3.56,106.1
2020-06-16 10:00:00,15.2,0.25,133.5
2020-06-16 11:00:00,15.9,0,92.4
2020-06-16 12:00:00,15.8,0,160.9
2020-06-16 13:00:00,16.1,1.52,174.6
2020-06-16 14:00:00,15.3,0.25,106.1
2020-06-16 15:00:00,15.7,0.51,92.4
2020-06-16 16:00:00,14.9,0.25,243.1
2020-06-16 17:00:00,15.6,0,78.75
2020-06-16 18:00:00,15.3,0,174.6
2020-06-16 19:00:00,14.4,0,65.06
2020-06-16 20:00:00,14.3,0.76,0
2020-06-16 21:00:00,14.6,0.51,0
2020-06-16 22:00:00,14.8,0,0
2020-06-16 23:00:00,15.1,0,0
2020-06-17 00:00:00,15,0,0
2020-06-17 01:00:00,15.2,0,0
2020-06-17 02:00:00,15.2,0,0
2020-06-17 03:00:00,15.1,0,0
2020-06-17 04:00:00,15.1,0,0
2020-06-17 05:00:00,15.1,0,0
2020-06-17 06:00:00,15.4,0,0
2020-06-17 07:00:00,15.6,0,106.1
2020-06-17 08:00:00,15.7,0,78.75
2020-06-17 09:00:00,16.5,0,92.4
2020-06-17 10:00:00,18.1,0,243.1
2020-06-17 11:00:00,19.1,0,339
2020-06-17 12:00:00,19.1,0,325.3
2020-06-17 13:00:00,20.3,0,325.3
2020-06-17 14:00:00,19.7,0,393.8
2020-06-17 15:00:00,20.3,0,297.9
2020-06-17 16:00:00,19.1,0,366.4
2020-06-17 17:00:00,18.7,0,65.06
2020-06-17 18:00:00,19.3,0,51.36
2020-06-17 19:00:00,18.7,0,78.75
2020-06-17 20:00:00,17.3,0,51.36
2020-06-17 21:00:00,16.2,0,0
2020-06-17 22:00:00,16.2,0,0
2020-06-17 23:00:00,15.5,0,0
2020-06-18 00:00:00,15.9,0,0
2020-06-18 01:00:00,15.4,0,0
2020-06-18 02:00:00,15.5,0,0
2020-06-18 03:00:00,15.4,0,0
2020-06-18 04:00:00,15.3,0,0
2020-06-18 05:00:00,14.8,0,0
2020-06-18 06:00:00,15.2,0,0
2020-06-18 07:00:00,16.4,0,92.4
2020-06-18 08:00:00,19.4,0,106.1
2020-06-18 09:00:00,20.1,0,215.7
2020-06-18 10:00:00,20.7,0,256.8
2020-06-18 11:00:00,22.5,0,517
2020-06-18 12:00:00,24.4,0,503.3
2020-06-18 13:00:00,24.4,0,1216
2020-06-18 14:00:00,25.3,0,1435
2020-06-18 15:00:00,25.7,0,352.7
2020-06-18 16:00:00,24.7,0,393.8
2020-06-18 17:00:00,25.2,0,612.9
2020-06-18 18:00:00,23.8,0,517
2020-06-18 19:00:00,22.8,0,78.75
2020-06-18 20:00:00,22,0,37.66
2020-06-18 21:00:00,21.8,0,0
2020-06-18 22:00:00,21.2,0,0
2020-06-18 23:00:00,20.6,0,0
2020-06-19 00:00:00,20,0,0
2020-06-19 01:00:00,19.4,0,0
2020-06-19 02:00:00,18.6,0,0
2020-06-19 03:00:00,17.7,0,0
2020-06-19 04:00:00,17.1,0,0
2020-06-19 05:00:00,17.2,0,0
2020-06-19 06:00:00,18,0,0
2020-06-19 07:00:00,19.8,0,37.66
2020-06-19 08:00:00,21.3,0,106.1
2020-06-19 09:00:00,24.3,0,571.8
2020-06-19 10:00:00,25,0,777.2
2020-06-19 11:00:00,25.5,0,297.9
2020-06-19 12:00:00,27,0,1161
2020-06-19 13:00:00,26.9,0,1202
2020-06-19 14:00:00,28,0,1270
2020-06-19 15:00:00,28,0,996
2020-06-19 16:00:00,28.2,0,805
2020-06-19 17:00:00,28.1,0,708.8
2020-06-19 18:00:00,25.8,0,475.9
2020-06-19 19:00:00,24.1,0,23.97
2020-06-19 20:00:00,20.2,0,0
2020-06-19 21:00:00,19.4,0,0
2020-06-19 22:00:00,18.6,1.27,0
2020-06-19 23:00:00,18.3,0.76,0
2020-06-20 00:00:00,17.9,1.02,0
2020-06-20 01:00:00,17.9,0.51,0
2020-06-20 02:00:00,17.4,0,0
2020-06-20 03:00:00,17.3,0,0
2020-06-20 04:00:00,17.1,0,0
2020-06-20 05:00:00,16.8,0,0
2020-06-20 06:00:00,16.8,0.25,0
2020-06-20 07:00:00,19.1,0,51.36
2020-06-20 08:00:00,21.5,0,284.2
2020-06-20 09:00:00,23.2,0,503.3
2020-06-20 10:00:00,25.2,0,695.1
2020-06-20 11:00:00,26.6,0,846
2020-06-20 12:00:00,27.2,0,1079
2020-06-20 13:00:00,28,0,1174
2020-06-20 14:00:00,27.6,0,1174
2020-06-20 15:00:00,25.9,0,407.5
2020-06-20 16:00:00,25.7,0,215.7
2020-06-20 17:00:00,26.7,0,160.9
2020-06-20 18:00:00,25.7,0,544.4
2020-06-20 19:00:00,24,0,229.4
2020-06-20 20:00:00,21.3,0,65.06
2020-06-20 21:00:00,19.9,0,0
2020-06-20 22:00:00,19.3,0,0
2020-06-20 23:00:00,19.5,0,0
2020-06-21 00:00:00,18.7,0,0
2020-06-21 01:00:00,18.4,0,0
2020-06-21 02:00:00,19.2,0,0
2020-06-21 03:00:00,18.7,0,0
2020-06-21 04:00:00,17.9,0,0
2020-06-21 05:00:00,17.4,0,0
2020-06-21 06:00:00,18.6,0,0
2020-06-21 07:00:00,21.9,0,119.8
2020-06-21 08:00:00,24.8,0,284.2
2020-06-21 09:00:00,26.9,0,475.9
2020-06-21 10:00:00,27.8,0,681.4
2020-06-21 11:00:00,28.5,0,859
2020-06-21 12:00:00,29.3,0,969
2020-06-21 13:00:00,30.5,0,208.9
2020-06-21 14:00:00,30.6,0,1051
2020-06-21 15:00:00,31.1,0,996
2020-06-21 16:00:00,31.5,0,805
2020-06-21 17:00:00,31.3,0,599.3
2020-06-21 18:00:00,31,0,421.2
2020-06-21 19:00:00,29.6,0,215.7
2020-06-21 20:00:00,25.4,0,51.37
2020-06-21 21:00:00,25.6,0,0
2020-06-21 22:00:00,24.7,0,0
2020-06-21 23:00:00,23.3,0,0
2020-06-22 00:00:00,23.1,0,0
2020-06-22 01:00:00,22.3,0,0
2020-06-22 02:00:00,21.9,0,0
2020-06-22 03:00:00,21.8,0,0
2020-06-22 04:00:00,21.5,0,0
2020-06-22 05:00:00,21.2,0,0
2020-06-22 06:00:00,21.7,0,0
2020-06-22 07:00:00,23.5,0,133.5
2020-06-22 08:00:00,26,0,325.3
2020-06-22 09:00:00,27.1,0,366.4
2020-06-22 10:00:00,28.7,0,695.1
2020-06-22 11:00:00,29.7,0,846
2020-06-22 12:00:00,30.2,0,1051
2020-06-22 13:00:00,30.2,0,1010
2020-06-22 14:00:00,31.4,0,339
2020-06-22 15:00:00,31.5,0,996
2020-06-22 16:00:00,31.5,0,236.3
2020-06-22 17:00:00,31.6,0,613
2020-06-22 18:00:00,30.8,0,421.2
2020-06-22 19:00:00,28.4,0,202
2020-06-22 20:00:00,27.4,0,0
2020-06-22 21:00:00,23.8,0,0
2020-06-22 22:00:00,22,0,0
2020-06-22 23:00:00,21.9,0,0
2020-06-23 00:00:00,21.5,0,0
2020-06-23 01:00:00,21.3,0,0
2020-06-23 02:00:00,21.3,0,0
2020-06-23 03:00:00,20.7,0,0
2020-06-23 04:00:00,20.8,0,0
2020-06-23 05:00:00,20.5,0,0
2020-06-23 06:00:00,20.5,0,0
2020-06-23 07:00:00,22,0,51.36
2020-06-23 08:00:00,22.8,0,160.9
2020-06-23 09:00:00,24.1,0,188.3
2020-06-23 10:00:00,26,0,475.9
2020-06-23 11:00:00,27.5,0,832
2020-06-23 12:00:00,28.4,0,996
2020-06-23 13:00:00,28.6,0,1133
2020-06-23 14:00:00,29.2,0,325.3
2020-06-23 15:00:00,29,0,503.3
2020-06-23 16:00:00,28.7,0,914
2020-06-23 17:00:00,28.1,0,749.9
2020-06-23 18:00:00,27.2,0,160.9
2020-06-23 19:00:00,26.3,0,133.5
2020-06-23 20:00:00,23.2,0,37.66
2020-06-23 21:00:00,22,0,0
2020-06-23 22:00:00,21.2,0,0
2020-06-23 23:00:00,20.9,0,0
2020-06-24 00:00:00,20.5,0,0
2020-06-24 01:00:00,20.9,0,0
2020-06-24 02:00:00,21,0,0
2020-06-24 03:00:00,21.4,0,0
2020-06-24 04:00:00,21,0,0
2020-06-24 05:00:00,21.2,0,0
2020-06-24 06:00:00,21.5,0,0
2020-06-24 07:00:00,22.9,0,78.75
2020-06-24 08:00:00,24.9,0,284.2
2020-06-24 09:00:00,26.4,0,380.1
2020-06-24 10:00:00,27.3,0,681.4
2020-06-24 11:00:00,28.3,0,873
2020-06-24 12:00:00,28.8,0,969
2020-06-24 13:00:00,29.2,0,571.8
2020-06-24 14:00:00,29.3,0,462.3
2020-06-24 15:00:00,29.9,0,352.7
2020-06-24 16:00:00,30,0,832
2020-06-24 17:00:00,29.6,0,626.7
2020-06-24 18:00:00,28,0,489.7
2020-06-24 19:00:00,26.5,0,78.75
2020-06-24 20:00:00,23.9,0,0
2020-06-24 21:00:00,22.9,0,0
2020-06-24 22:00:00,22.4,0,0
2020-06-24 23:00:00,22,0,0
2020-06-25 00:00:00,21.5,0,0
2020-06-25 01:00:00,21.3,0,0
2020-06-25 02:00:00,21.3,0,0
2020-06-25 03:00:00,21,0,0
2020-06-25 04:00:00,21,0,0
2020-06-25 05:00:00,20.8,0,0
2020-06-25 06:00:00,20.5,0,0
2020-06-25 07:00:00,20.5,0,23.97
2020-06-25 08:00:00,20.7,0.51,37.66
2020-06-25 09:00:00,20.9,0.76,78.75
2020-06-25 10:00:00,20.1,0.25,147.2
2020-06-25 11:00:00,22.3,2.29,106.1
2020-06-25 12:00:00,23.7,0.76,270.5
2020-06-25 13:00:00,23.7,0,277.3
2020-06-25 14:00:00,25.5,0,297.9
2020-06-25 15:00:00,26.5,0,475.9
2020-06-25 16:00:00,27.4,0,1024
2020-06-25 17:00:00,28,0,503.3
2020-06-25 18:00:00,26.2,0,448.5
2020-06-25 19:00:00,26,0,147.2
2020-06-25 20:00:00,24,0,65.06
2020-06-25 21:00:00,22.8,0,0
2020-06-25 22:00:00,22.2,0,0
2020-06-25 23:00:00,21.8,0,0
2020-06-26 00:00:00,21.8,0,0
2020-06-26 01:00:00,21.8,0,0
2020-06-26 02:00:00,21.3,0,0
2020-06-26 03:00:00,20.6,0,0
2020-06-26 04:00:00,20,0,0
2020-06-26 05:00:00,19.2,0,0
2020-06-26 06:00:00,19.7,0,0
2020-06-26 07:00:00,23.7,0,119.8
2020-06-26 08:00:00,25.2,0,297.9
2020-06-26 09:00:00,27,0,503.3
2020-06-26 10:00:00,28.6,0,708.8
2020-06-26 11:00:00,29.1,0,866
2020-06-26 12:00:00,30.2,0,1024
2020-06-26 13:00:00,30,0,1174
2020-06-26 14:00:00,30.2,0,640.3
2020-06-26 15:00:00,31.1,0,202
2020-06-26 16:00:00,30.7,0,846
2020-06-26 17:00:00,31,0,640.4
2020-06-26 18:00:00,30.2,0,434.9
2020-06-26 19:00:00,27.9,0,195.2
2020-06-26 20:00:00,25.5,0,37.67
2020-06-26 21:00:00,24.2,0,0
2020-06-26 22:00:00,23.7,0,0
2020-06-26 23:00:00,23.3,0,0
2020-06-27 00:00:00,22.1,0,0
2020-06-27 01:00:00,21.6,0,0
2020-06-27 02:00:00,21,0,0
2020-06-27 03:00:00,20.4,0,0
2020-06-27 04:00:00,19.7,0,0
2020-06-27 05:00:00,19.4,0,0
2020-06-27 06:00:00,20.1,0,0
2020-06-27 07:00:00,21.5,0,92.4
2020-06-27 08:00:00,22.4,0,174.6
2020-06-27 09:00:00,25,0,339
2020-06-27 10:00:00,27.4,0,749.9
2020-06-27 11:00:00,28.9,0,942
2020-06-27 12:00:00,29.6,0,1024
2020-06-27 13:00:00,29.8,0,1120
2020-06-27 14:00:00,30.9,0,1051
2020-06-27 15:00:00,30.4,0,181.5
2020-06-27 16:00:00,26.8,0,955
2020-06-27 17:00:00,28.3,1.27,544.4
2020-06-27 18:00:00,28.2,0,475.9
2020-06-27 19:00:00,27.1,0,106.1
2020-06-27 20:00:00,25.2,0,65.06
2020-06-27 21:00:00,24.4,0,0
2020-06-27 22:00:00,23.8,0,0
2020-06-27 23:00:00,23.8,0,0
2020-06-28 00:00:00,23,0,0
2020-06-28 01:00:00,22.4,0,0
2020-06-28 02:00:00,21.9,0,0
2020-06-28 03:00:00,21.1,0,0
2020-06-28 04:00:00,20.6,0,0
2020-06-28 05:00:00,20.3,0,0
2020-06-28 06:00:00,20.5,0,0
2020-06-28 07:00:00,22.1,0,65.06
2020-06-28 08:00:00,24.4,0,256.8
2020-06-28 09:00:00,26.2,0,489.6
2020-06-28 10:00:00,28.2,0,708.8
2020-06-28 11:00:00,29.2,0,736.2
2020-06-28 12:00:00,30.6,0,846
2020-06-28 13:00:00,30.6,0,571.8
2020-06-28 14:00:00,31.2,0,1229
2020-06-28 15:00:00,31.4,0,914
2020-06-28 16:00:00,30.5,0,805
2020-06-28 17:00:00,31.5,0,174.6
2020-06-28 18:00:00,29.7,0,407.5
2020-06-28 19:00:00,22.9,0,78.76
2020-06-28 20:00:00,22.7,3.56,23.97
2020-06-28 21:00:00,22.1,0,0
2020-06-28 22:00:00,21.5,0,0
2020-06-28 23:00:00,21.3,0,0
2020-06-29 00:00:00,21.3,0,0
2020-06-29 01:00:00,21.3,0,0
2020-06-29 02:00:00,21.5,0,0
2020-06-29 03:00:00,21.2,0,0
2020-06-29 04:00:00,20.8,0,0
2020-06-29 05:00:00,21,0.25,0
2020-06-29 06:00:00,20.7,0,0
2020-06-29 07:00:00,22.9,0,51.36
2020-06-29 08:00:00,25,0,270.5
2020-06-29 09:00:00,26.5,0,496.5
2020-06-29 10:00:00,27.7,0,681.4
2020-06-29 11:00:00,28.9,0,846
2020-06-29 12:00:00,29.6,0,1010
2020-06-29 13:00:00,30.1,0,1216
2020-06-29 14:00:00,30.5,0,1017
2020-06-29 15:00:00,31.2,0,311.6
2020-06-29 16:00:00,31.8,0,873
2020-06-29 17:00:00,31.2,0,777.4
2020-06-29 18:00:00,29.3,0,421.2
2020-06-29 19:00:00,29,0,92.5
2020-06-29 20:00:00,26.3,0,37.67
2020-06-29 21:00:00,24.7,0,0
2020-06-29 22:00:00,24,0,0
2020-06-29 23:00:00,23.6,0,0
2020-06-30 00:00:00,23,0,0
2020-06-30 01:00:00,23,0,0
2020-06-30 02:00:00,22.4,0,0
2020-06-30 03:00:00,22.4,0,0
2020-06-30 04:00:00,22.2,0,0
2020-06-30 05:00:00,21.7,0,0
2020-06-30 06:00:00,22.1,0,0
2020-06-30 07:00:00,23.5,0,51.36
2020-06-30 08:00:00,25.4,0,147.2
2020-06-30 09:00:00,26.6,0,202
2020-06-30 10:00:00,25.7,0,311.6
2020-06-30 11:00:00,22.8,0,202
2020-06-30 12:00:00,26.8,6.35,133.5
2020-06-30 13:00:00,29.2,0,599.2
2020-06-30 14:00:00,29,0,1311
2020-06-30 15:00:00,29.7,0,407.5
2020-06-30 16:00:00,29.1,0,654
2020-06-30 17:00:00,28.3,0,256.8
2020-06-30 18:00:00,27.1,0,256.8
2020-06-30 19:00:00,26,0,37.66
2020-06-30 20:00:00,24.2,0,78.75
2020-06-30 21:00:00,23.4,0,0
2020-06-30 22:00:00,23,0,0
2020-06-30 23:00:00,22.8,0,0
2020-07-01 00:00:00,22.3,0,0
2020-07-01 01:00:00,22,0,0
2020-07-01 02:00:00,21.8,0,0
2020-07-01 03:00:00,21.4,0,0
2020-07-01 04:00:00,21.4,0,0
2020-07-01 05:00:00,21.2,0,0
2020-07-01 06:00:00,21.3,0,0
2020-07-01 07:00:00,21.4,0,23.97
2020-07-01 08:00:00,22.6,0,78.75
2020-07-01 09:00:00,25.5,0,188.3
2020-07-01 10:00:00,26.4,0,558.1
2020-07-01 11:00:00,27.1,0,311.6
2020-07-01 12:00:00,28.4,0,544.4
2020-07-01 13:00:00,30,0,777.2
2020-07-01 14:00:00,30,0,1216
2020-07-01 15:00:00,30.7,0,928
2020-07-01 16:00:00,30.8,0,818
2020-07-01 17:00:00,30.8,0,640.4
2020-07-01 18:00:00,30.3,0,434.9
2020-07-01 19:00:00,28.5,0,215.7
2020-07-01 20:00:00,25.3,0,65.06
2020-07-01 21:00:00,24.1,0,0
2020-07-01 22:00:00,23,0,0
2020-07-01 23:00:00,22.2,0,0
2020-07-02 00:00:00,22.1,0,0
2020-07-02 01:00:00,21.5,0,0
2020-07-02 02:00:00,21,0,0
2020-07-02 03:00:00,21.2,0,0
2020-07-02 04:00:00,20.7,0,0
2020-07-02 05:00:00,21.1,0,0
2020-07-02 06:00:00,21.1,0,0
2020-07-02 07:00:00,21.5,0,37.66
2020-07-02 08:00:00,22.7,0,78.75
2020-07-02 09:00:00,26.5,0,243.1
2020-07-02 10:00:00,28.2,0,681.4
2020-07-02 11:00:00,28.9,0,832
2020-07-02 12:00:00,29.6,0,983
2020-07-02 13:00:00,30.2,0,1065
2020-07-02 14:00:00,31,0,942
2020-07-02 15:00:00,31.3,0,983
2020-07-02 16:00:00,30.9,0,818
2020-07-02 17:00:00,30.1,0,654.1
2020-07-02 18:00:00,29.9,0,421.2
2020-07-02 19:00:00,28.2,0,215.7
2020-07-02 20:00:00,25.9,0,65.06
2020-07-02 21:00:00,24.8,0,0
2020-07-02 22:00:00,24.6,0,0
2020-07-02 23:00:00,23.2,0,0
2020-07-03 00:00:00,21.5,0,0
2020-07-03 01:00:00,22.1,0,0
2020-07-03 02:00:00,20.8,0,0
2020-07-03 03:00:00,20.7,0,0
2020-07-03 04:00:00,20.6,0,0
2020-07-03 05:00:00,20.8,0,0
2020-07-03 06:00:00,20.8,0,0
2020-07-03 07:00:00,23.8,0,78.75
2020-07-03 08:00:00,26.8,0,284.2
2020-07-03 09:00:00,28.4,0,489.6
2020-07-03 10:00:00,30,0,681.4
2020-07-03 11:00:00,30.4,0,859
2020-07-03 12:00:00,31.4,0,202
2020-07-03 13:00:00,31.9,0,1031
2020-07-03 14:00:00,33,0,1051
2020-07-03 15:00:00,32.9,0,942
2020-07-03 16:00:00,33.1,0,805
2020-07-03 17:00:00,32.3,0,613
2020-07-03 18:00:00,31.6,0,421.2
2020-07-03 19:00:00,29.7,0,208.9
2020-07-03 20:00:00,27.4,0,65.07
2020-07-03 21:00:00,25.5,0,0
2020-07-03 22:00:00,26,0,0
2020-07-03 23:00:00,24.7,0,0
2020-07-04 00:00:00,24.1,0,0
2020-07-04 01:00:00,23.3,0,0
2020-07-04 02:00:00,22.9,0,0
2020-07-04 03:00:00,22.7,0,0
2020-07-04 04:00:00,22.5,0,0
2020-07-04 05:00:00,21.7,0,0
2020-07-04 06:00:00,21.1,0,0
2020-07-04 07:00:00,23.4,0,65.06
2020-07-04 08:00:00,26.9,0,263.6
2020-07-04 09:00:00,29.6,0,475.9
2020-07-04 10:00:00,31.1,0,681.4
2020-07-04 11:00:00,32.1,0,818
2020-07-04 12:00:00,33.1,0,955
2020-07-04 13:00:00,32.8,0,1106
2020-07-04 14:00:00,33.3,0,503.4
2020-07-04 15:00:00,33.4,0,983
2020-07-04 16:00:00,33.7,0,901
2020-07-04 17:00:00,32.7,0,702
2020-07-04 18:00:00,32.6,0,462.3
2020-07-04 19:00:00,29.6,0,256.8
2020-07-04 20:00:00,25.9,0,51.37
2020-07-04 21:00:00,24.3,0,0
2020-07-04 22:00:00,23.8,0,0
2020-07-04 23:00:00,25.2,0,0
2020-07-05 00:00:00,25.2,0,0
2020-07-05 01:00:00,22.5,0,0
2020-07-05 02:00:00,22.3,0,0
2020-07-05 03:00:00,21.9,0,0
2020-07-05 04:00:00,21.9,0,0
2020-07-05 05:00:00,21.8,0,0
2020-07-05 06:00:00,22.3,0,0
2020-07-05 07:00:00,24.9,0,78.75
2020-07-05 08:00:00,26.8,0,147.2
2020-07-05 09:00:00,28.8,0,489.6
2020-07-05 10:00:00,30.1,0,626.6
2020-07-05 11:00:00,31.3,0,736.2
2020-07-05 12:00:00,32.8,0,983
2020-07-05 13:00:00,32.1,0,1065
2020-07-05 14:00:00,32.3,0,270.5
2020-07-05 15:00:00,29.3,0,1010
2020-07-05 16:00:00,28.4,0,147.3
2020-07-05 17:00:00,26.4,2.29,78.76
2020-07-05 18:00:00,26.3,1.02,119.8
2020-07-05 19:00:00,27.1,0,65.06
2020-07-05 20:00:00,25,0,23.97
2020-07-05 21:00:00,23.5,0,0
2020-07-05 22:00:00,23.4,0,0
2020-07-05 23:00:00,22,0,0
2020-07-06 00:00:00,21.9,0,0
2020-07-06 01:00:00,21.6,0,0
2020-07-06 02:00:00,21.4,0,0
2020-07-06 03:00:00,20.3,0,0
2020-07-06 04:00:00,19.6,0,0
2020-07-06 05:00:00,19.3,0,0
2020-07-06 06:00:00,20.4,0,0
2020-07-06 07:00:00,23.2,0,106.1
2020-07-06 08:00:00,25.6,0,188.3
2020-07-06 09:00:00,26.5,0,462.2
2020-07-06 10:00:00,28.1,0,681.4
2020-07-06 11:00:00,28.7,0,873
2020-07-06 12:00:00,29.7,0,407.5
2020-07-06 13:00:00,30.9,0,942
2020-07-06 14:00:00,31.4,0,928
2020-07-06 15:00:00,30.6,0,860
2020-07-06 16:00:00,28.8,0,544.5
2020-07-06 17:00:00,27.9,0,339
2020-07-06 18:00:00,27.8,0,297.9
2020-07-06 19:00:00,26.4,0,297.9
2020-07-06 20:00:00,25,0,37.67
2020-07-06 21:00:00,23.9,0,0
2020-07-06 22:00:00,23.6,0,0
2020-07-06 23:00:00,23.2,0,0
2020-07-07 00:00:00,22.6,0,0
2020-07-07 01:00:00,22,0,0
2020-07-07 02:00:00,21.5,0,0
2020-07-07 03:00:00,21.1,0,0
2020-07-07 04:00:00,21.1,0,0
2020-07-07 05:00:00,21.3,0,0
2020-07-07 06:00:00,21.8,0,0
2020-07-07 07:00:00,22.7,0,37.66
2020-07-07 08:00:00,24.7,0,188.3
2020-07-07 09:00:00,25.9,0,243.1
2020-07-07 10:00:00,26.5,0,202
2020-07-07 11:00:00,24.3,0,243.1
2020-07-07 12:00:00,22.6,0,119.8
2020-07-07 13:00:00,22.6,1.52,78.75
2020-07-07 14:00:00,23.2,1.78,106.1
2020-07-07 15:00:00,23.6,0.51,202
2020-07-07 16:00:00,23.3,0.25,119.8
2020-07-07 17:00:00,23.9,0.25,147.2
2020-07-07 18:00:00,23.8,0,256.8
2020-07-07 19:00:00,23.5,0,92.4
2020-07-07 20:00:00,22.8,0,23.97
2020-07-07 21:00:00,22.1,0,0
2020-07-07 22:00:00,21.8,0,0
2020-07-07 23:00:00,22.1,0,0
2020-07-08 00:00:00,22.1,0,0
2020-07-08 01:00:00,22,MV
2020-07-08 02:00:00,22,0,0
2020-07-08 03:00:00,21.7,0,0
2020-07-08 04:00:00,21.7,0,0
2020-07-08 05:00:00,21.6,0,0
2020-07-08 06:00:00,22.2,0.25,0
2020-07-08 07:00:00,23.1,0,78.75
2020-07-08 08:00:00,24.8,0,119.8
2020-07-08 09:00:00,24.5,0,297.9
2020-07-08 10:00:00,26,0,160.9
2020-07-08 11:00:00,27.9,0,681.4
2020-07-08 12:00:00,26.9,0,736.2
2020-07-08 13:00:00,26.8,0,215.7
2020-07-08 14:00:00,30.1,0,749.9
2020-07-08 15:00:00,30.3,0,229.4
2020-07-08 16:00:00,28.5,0,873
2020-07-08 17:00:00,26.8,0,188.3
2020-07-08 18:00:00,23.2,0,119.8
2020-07-08 19:00:00,24,0.51,78.75
2020-07-08 20:00:00,22.7,0,37.66
2020-07-08 21:00:00,22.9,0,0
2020-07-08 22:00:00,22.5,0,0
2020-07-08 23:00:00,22.6,0,0
2020-07-09 00:00:00,22.6,0,0
2020-07-09 01:00:00,22.9,0,0
2020-07-09 02:00:00,22.8,0,0
2020-07-09 03:00:00,22.6,0,0
2020-07-09 04:00:00,22.5,0,0
2020-07-09 05:00:00,22.5,0,0
2020-07-09 06:00:00,22.6,0,0
2020-07-09 07:00:00,23.2,0.25,65.06
2020-07-09 08:00:00,24.3,0,78.75
2020-07-09 09:00:00,26,0,229.4
2020-07-09 10:00:00,26.3,0,243.1
2020-07-09 11:00:00,28.1,0,174.6
2020-07-09 12:00:00,27.8,0,434.8
2020-07-09 13:00:00,28.9,0,407.5
